city,geo_key,geo_level,str_density,active_listings,entire_home_count,median_nightly_price,p25_price,p75_price,avg_occupancy,total_revenue,breach_count_90,breach_count_60,breach_count_30,reside_unregistered_count,multi_listing_host_count,commercial_host_share,entire_home_share,multi_listing_host_share,active_share,breach_rate_90,breach_rate_60,breach_rate_30,reside_unregistered_share,professional_management_share,tier_concentration_price,tier_sample_adequate,cluster_label,cluster_distance,risk_priority_score,subdivision,breach_rate,listings_impacted_90,listings_impacted_60,listings_impacted_30
barcelona,la Dreta de l'Eixample,subdivision,295,209,201,265.6,131.7,404.2,0.2296,11371501.0,95,111,119,59,192,0.2644,0.6814,0.6508,0.7085,0.4726,0.5522,0.592,0.2935,0.2795,tier_1,True,saturated,7.4753,100.0,la Dreta de l'Eixample,0.4726,95,111,119
barcelona,el Poble-sec,subdivision,118,80,83,211.2,106.9,273.15,0.2331,3173628.0,46,49,54,18,66,0.3644,0.7034,0.5593,0.678,0.5542,0.5904,0.6506,0.2169,0.2727,tier_1,True,saturated,3.0366,91.06,el Poble-sec,0.5542,46,49,54
barcelona,la Sagrada Família,subdivision,144,98,106,251.4,105.15,323.25,0.2455,4566898.0,53,57,61,30,69,0.2847,0.7361,0.4792,0.6806,0.5,0.5377,0.5755,0.283,0.2439,tier_1,True,saturated,3.3548,88.09,la Sagrada Família,0.5,53,57,61
barcelona,l'Antiga Esquerra de l'Eixample,subdivision,148,103,94,181.7,105.85,301.8,0.206,3982310.0,43,46,51,17,94,0.3446,0.6351,0.6351,0.6959,0.4574,0.4894,0.5426,0.1809,0.2727,tier_2,True,saturated,3.5162,86.19,l'Antiga Esquerra de l'Eixample,0.4574,43,46,51
barcelona,la Nova Esquerra de l'Eixample,subdivision,114,63,60,190.3,101.5,337.225,0.2415,2914637.0,31,34,36,19,65,0.4035,0.5263,0.5702,0.5526,0.5167,0.5667,0.6,0.3167,0.2917,tier_2,True,saturated,3.1619,83.68,la Nova Esquerra de l'Eixample,0.5167,31,34,36
barcelona,Sant Antoni,subdivision,79,54,51,219.95,120.9,319.1,0.2171,2477340.0,26,28,29,13,47,0.3291,0.6456,0.5949,0.6835,0.5098,0.549,0.5686,0.2549,0.3488,tier_1,True,saturated,2.1201,78.76,Sant Antoni,0.5098,26,28,29
barcelona,la Vila de Gràcia,subdivision,104,72,76,213.6,100.55,304.375,0.2275,2506987.0,34,39,43,20,54,0.25,0.7308,0.5192,0.6923,0.4474,0.5132,0.5658,0.2632,0.1961,tier_1,True,saturated,2.2046,78.19,la Vila de Gràcia,0.4474,34,39,43
barcelona,Sant Gervasi - Galvany,subdivision,44,35,32,182.6,134.1,243.1,0.1678,1062248.0,15,17,21,5,29,0.3182,0.7273,0.6591,0.7955,0.4688,0.5312,0.6562,0.1562,0.25,tier_3,True,saturated,1.6432,72.94,Sant Gervasi - Galvany,0.4688,15,17,21
barcelona,el Camp d'en Grassot i Gràcia Nova,subdivision,37,27,29,243.2,122.775,299.85,0.3199,1268444.0,19,20,20,6,12,0.1351,0.7838,0.3243,0.7297,0.6552,0.6897,0.6897,0.2069,0.0909,tier_2,True,emerging,1.5681,69.63,el Camp d'en Grassot i Gràcia Nova,0.6552,19,20,20
barcelona,"Sant Pere, Santa Caterina i la Ribera",subdivision,163,94,100,119.85,67.625,196.875,0.1226,1606504.0,31,35,40,39,76,0.1779,0.6135,0.4663,0.5767,0.31,0.35,0.4,0.39,0.2,tier_2,True,saturated,3.4532,69.32,"Sant Pere, Santa Caterina i la Ribera",0.31,31,35,40
barcelona,el Fort Pienc,subdivision,67,43,35,165.2,96.4,325.0,0.1519,1434366.0,18,21,21,10,35,0.2687,0.5224,0.5224,0.6418,0.5143,0.6,0.6,0.2857,0.1667,tier_2,True,saturated,1.6085,67.84,el Fort Pienc,0.5143,18,21,21
barcelona,Superilla Sant Antoni,subdivision,27,17,20,192.65,120.65,262.75,0.205,628058.0,9,10,10,5,14,0.3333,0.7407,0.5185,0.6296,0.45,0.5,0.5,0.25,0.2353,tier_2,True,saturated,1.7295,67.71,Superilla Sant Antoni,0.45,9,10,10
barcelona,el Putget i Farró,subdivision,23,16,15,198.1,116.0,273.0,0.1445,358223.0,7,7,8,6,13,0.3913,0.6522,0.5652,0.6957,0.4667,0.4667,0.5333,0.4,0.1818,tier_2,True,saturated,2.0226,66.15,el Putget i Farró,0.4667,7,7,8
barcelona,les Corts,subdivision,32,23,28,155.05,93.9,266.45,0.1394,547747.0,9,14,16,7,23,0.25,0.875,0.7188,0.7188,0.3214,0.5,0.5714,0.25,0.0455,tier_3,True,saturated,1.3766,65.12,les Corts,0.3214,9,14,16
barcelona,el Poblenou,subdivision,59,39,43,198.2,101.05,277.4,0.2261,1511173.0,21,23,25,15,21,0.1186,0.7288,0.3559,0.661,0.4884,0.5349,0.5814,0.3488,0.1429,tier_1,True,saturated,1.6579,64.55,el Poblenou,0.4884,21,23,25
barcelona,les Tres Torres,subdivision,9,8,7,166.5,87.4,198.8,0.1493,230905.0,5,5,5,0,5,0.4444,0.7778,0.5556,0.8889,0.7143,0.7143,0.7143,0.0,0.125,tier_3,True,saturated,3.0347,64.18,les Tres Torres,0.7143,5,5,5
barcelona,el Raval,subdivision,203,106,86,96.9,67.3,180.7,0.1146,1946921.0,28,32,35,31,78,0.1281,0.4236,0.3842,0.5222,0.3256,0.3721,0.407,0.3605,0.1447,tier_2,True,saturated,4.7586,62.64,el Raval,0.3256,28,32,35
barcelona,la Barceloneta,subdivision,68,37,50,95.75,68.725,187.0,0.0931,663163.0,13,16,17,19,37,0.2059,0.7353,0.5441,0.5441,0.26,0.32,0.34,0.38,0.0303,tier_2,True,saturated,0.7625,62.21,la Barceloneta,0.26,13,16,17
barcelona,Gothic Quarter,subdivision,160,90,71,115.3,72.45,205.15,0.1091,1767334.0,18,23,26,31,75,0.2125,0.4438,0.4688,0.5625,0.2535,0.3239,0.3662,0.4366,0.1061,tier_2,True,saturated,3.472,61.22,Gothic Quarter,0.2535,18,23,26
barcelona,la Vila Olímpica del Poblenou,subdivision,15,12,12,240.2,103.125,264.025,0.2629,462591.0,7,7,7,3,7,0.2,0.8,0.4667,0.8,0.5833,0.5833,0.5833,0.25,0.4,tier_2,True,emerging,1.8223,59.0,la Vila Olímpica del Poblenou,0.5833,7,7,7
barcelona,la Font de la Guatlla,subdivision,12,9,10,230.4,177.7,263.1,0.3951,454796.0,7,7,8,2,5,0.1667,0.8333,0.4167,0.75,0.7,0.7,0.8,0.2,0.1667,tier_2,True,emerging,2.1158,58.54,la Font de la Guatlla,0.7,7,7,8
barcelona,Sants,subdivision,44,27,25,134.2,82.675,229.1,0.2063,872828.0,11,13,13,7,17,0.2045,0.5682,0.3864,0.6136,0.44,0.52,0.52,0.28,0.2609,tier_3,True,saturated,1.3133,58.17,Sants,0.44,11,13,13
barcelona,Sant Gervasi - la Bonanova,subdivision,9,5,6,195.95,79.05,271.45,0.0959,161221.0,3,3,3,2,4,0.3333,0.6667,0.4444,0.5556,0.5,0.5,0.5,0.3333,0.0,tier_2,True,saturated,1.9012,49.68,Sant Gervasi - la Bonanova,0.5,3,3,3
barcelona,el Camp de l'Arpa del Clot,subdivision,35,17,22,123.65,75.5,248.05,0.1561,370146.0,6,6,6,11,20,0.1714,0.6286,0.5714,0.4857,0.2727,0.2727,0.2727,0.5,0.2308,tier_3,True,saturated,0.7528,49.58,el Camp de l'Arpa del Clot,0.2727,6,6,6
barcelona,Hostafrancs,subdivision,32,16,14,93.1,57.9,183.05,0.1913,353171.0,4,5,5,7,15,0.2812,0.4375,0.4688,0.5,0.2857,0.3571,0.3571,0.5,0.0,tier_3,True,saturated,1.4574,48.21,Hostafrancs,0.2857,4,5,5
barcelona,el Baix Guinardó,subdivision,18,13,9,80.2,62.6,210.05,0.2465,394576.0,5,6,8,0,4,0.1111,0.5,0.2222,0.7222,0.5556,0.6667,0.8889,0.0,0.1818,tier_3,True,emerging,0.9059,45.26,el Baix Guinardó,0.5556,5,6,8
barcelona,Provençals del Poblenou,subdivision,15,8,10,141.25,93.5,201.55,0.1255,139717.0,4,5,5,3,5,0.1333,0.6667,0.3333,0.5333,0.4,0.5,0.5,0.3,0.0,tier_3,True,saturated,1.3498,44.66,Provençals del Poblenou,0.4,4,5,5
barcelona,Diagonal Mar i el Front Marítim del Poblenou,subdivision,19,10,13,215.7,171.9,323.9,0.105,332844.0,4,5,5,6,8,0.1053,0.6842,0.4211,0.5263,0.3077,0.3846,0.3846,0.4615,0.125,tier_2,True,saturated,1.129,43.23,Diagonal Mar i el Front Marítim del Poblenou,0.3077,4,5,5
barcelona,Sant Andreu de Palomar,subdivision,9,2,5,43.6,28.1,68.175,0.0797,41036.0,1,1,1,3,5,0.4444,0.5556,0.5556,0.2222,0.2,0.2,0.2,0.6,0.0,tier_3,True,saturated,2.4185,42.47,Sant Andreu de Palomar,0.2,1,1,1
barcelona,Sants-Badal,subdivision,34,18,16,60.4,48.05,170.7,0.1381,223170.0,6,6,7,5,10,0.0882,0.4706,0.2941,0.5294,0.375,0.375,0.4375,0.3125,0.2143,tier_3,True,saturated,1.5633,42.09,Sants-Badal,0.375,6,6,7
barcelona,Sarrià,subdivision,7,6,5,160.05,139.0,205.475,0.1167,74923.0,1,1,2,0,4,0.4286,0.7143,0.5714,0.8571,0.2,0.2,0.4,0.0,0.5,tier_3,True,saturated,2.2554,42.03,Sarrià,0.2,1,1,2
barcelona,la Salut,subdivision,7,3,3,141.1,69.525,575.1,0.086,53776.0,2,2,2,1,2,0.2857,0.4286,0.2857,0.4286,0.6667,0.6667,0.6667,0.3333,0.0,tier_3,True,saturated,2.5535,41.13,la Salut,0.6667,2,2,2
barcelona,el Congrés i els Indians,subdivision,8,6,3,113.15,80.85,147.1,0.1315,154693.0,2,2,2,1,2,0.25,0.375,0.25,0.75,0.6667,0.6667,0.6667,0.3333,0.25,tier_3,True,emerging,2.256,40.43,el Congrés i els Indians,0.6667,2,2,2
barcelona,el Clot,subdivision,8,7,5,92.1,59.65,168.9,0.1634,151130.0,3,4,4,0,1,0.125,0.625,0.125,0.875,0.6,0.8,0.8,0.0,0.0,tier_3,True,emerging,1.1199,40.32,el Clot,0.6,3,4,4
barcelona,el Parc i la Llacuna del Poblenou,subdivision,25,13,11,129.45,66.275,207.1,0.1812,255302.0,4,5,5,4,11,0.08,0.44,0.44,0.52,0.3636,0.4545,0.4545,0.3636,0.0,tier_3,True,saturated,1.6673,37.38,el Parc i la Llacuna del Poblenou,0.3636,4,5,5
barcelona,Vallcarca i els Penitents,subdivision,15,8,8,95.2,73.9,116.4,0.1024,113342.0,3,4,5,1,5,0.0667,0.5333,0.3333,0.5333,0.375,0.5,0.625,0.125,0.0,tier_3,True,low_impact,1.6275,35.78,Vallcarca i els Penitents,0.375,3,4,5
barcelona,Can Baró,subdivision,7,6,4,81.6,72.25,153.75,0.1951,154039.0,2,3,4,0,3,0.1429,0.5714,0.4286,0.8571,0.5,0.75,1.0,0.0,0.1667,tier_3,True,emerging,1.4284,34.76,Can Baró,0.5,2,3,4
barcelona,Navas,subdivision,7,4,4,138.4,56.35,246.675,0.2195,118746.0,2,2,3,1,3,0.1429,0.5714,0.4286,0.5714,0.5,0.5,0.75,0.25,0.25,tier_3,True,emerging,1.3761,34.76,Navas,0.5,2,2,3
barcelona,la Sagrera,subdivision,7,5,4,88.0,67.075,173.425,0.0927,123064.0,2,2,3,1,3,0.1429,0.5714,0.4286,0.7143,0.5,0.5,0.75,0.25,0.0,tier_3,True,saturated,1.7097,34.76,la Sagrera,0.5,2,2,3
barcelona,el Coll,subdivision,5,2,2,178.0,89.0,268.7,0.0,15624.0,1,1,1,1,2,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.0,tier_3,True,saturated,2.793,34.61,el Coll,0.5,1,1,1
barcelona,la Maternitat i Sant Ramon,subdivision,10,5,3,80.25,68.5,81.8,0.1667,70829.0,1,1,1,1,3,0.2,0.3,0.3,0.5,0.3333,0.3333,0.3333,0.3333,0.0,tier_3,True,saturated,2.0186,29.16,la Maternitat i Sant Ramon,0.3333,1,1,1
barcelona,el Besòs i el Maresme,subdivision,10,5,5,118.25,46.7,210.55,0.1346,90894.0,2,2,2,1,2,0.0,0.5,0.2,0.5,0.4,0.4,0.4,0.2,0.2,tier_3,True,emerging,1.4452,28.14,el Besòs i el Maresme,0.4,2,2,2
barcelona,el Carmel,subdivision,13,6,5,88.6,41.35,155.0,0.1366,22252.0,1,1,1,3,2,0.1538,0.3846,0.1538,0.4615,0.2,0.2,0.2,0.6,0.0,tier_3,True,low_impact,1.4626,27.91,el Carmel,0.2,1,1,1
barcelona,Vilapicina i la Torre Llobeta,subdivision,9,6,5,95.6,80.625,115.675,0.1352,42183.0,1,3,4,0,4,0.1111,0.5556,0.4444,0.6667,0.2,0.6,0.8,0.0,0.0,tier_3,True,saturated,1.4198,27.73,Vilapicina i la Torre Llobeta,0.2,1,3,4
barcelona,la Bordeta,subdivision,5,1,1,118.85,109.025,128.675,0.4445,54599.0,1,1,1,0,0,0.0,0.2,0.0,0.2,1.0,1.0,1.0,0.0,0.0,tier_3,True,emerging,3.0453,27.73,la Bordeta,1.0,1,1,1
barcelona,"Vallvidrera, el Tibidabo i les Planes",subdivision,4,3,1,52.2,48.75,54.25,0.0593,17008.0,1,1,1,0,0,0.0,0.25,0.0,0.75,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,2.8495,25.62,"Vallvidrera, el Tibidabo i les Planes",1.0,1,1,1
barcelona,la Marina de Port,subdivision,9,6,2,47.45,30.65,87.4,0.0916,76900.0,1,1,1,1,2,0.0,0.2222,0.2222,0.6667,0.5,0.5,0.5,0.5,0.0,tier_3,True,low_impact,1.9951,21.83,la Marina de Port,0.5,1,1,1
barcelona,la Font d'en Fargues,subdivision,2,1,1,66.1,66.1,66.1,0.0,8120.0,1,1,1,0,1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,3.0401,19.69,la Font d'en Fargues,1.0,1,1,1
barcelona,el Guinardó,subdivision,15,9,3,45.9,23.375,86.675,0.0922,97204.0,1,1,1,1,2,0.0,0.2,0.1333,0.6,0.3333,0.3333,0.3333,0.3333,0.0,tier_3,True,low_impact,1.4561,19.44,el Guinardó,0.3333,1,1,1
barcelona,Pedralbes,subdivision,3,2,2,182.45,158.475,206.425,0.1055,36927.0,0,0,1,1,2,0.0,0.6667,0.6667,0.6667,0.0,0.0,0.5,0.5,0.0,tier_3,False,saturated,2.3982,11.54,Pedralbes,0.0,0,0,1
barcelona,Sant Martí de Provençals,subdivision,10,4,2,48.6,46.6,50.2,0.0,6668.0,0,0,0,1,3,0.1,0.2,0.3,0.4,0.0,0.0,0.0,0.5,0.0,tier_3,True,low_impact,1.4903,11.33,Sant Martí de Provençals,0.0,0,0,0
barcelona,la Clota,subdivision,1,1,1,119.8,119.8,119.8,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,2.0265,7.64,la Clota,0.0,0,0,0
barcelona,la Marina del Prat Vermell,subdivision,1,0,1,,,,0.0,0.0,0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,saturated,3.4906,7.64,la Marina del Prat Vermell,0.0,0,0,0
barcelona,Montbau,subdivision,2,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.8169,6.58,Montbau,0.0,0,0,0
barcelona,la Teixonera,subdivision,2,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.8169,6.58,la Teixonera,0.0,0,0,0
barcelona,la Prosperitat,subdivision,3,2,1,72.7,66.25,79.15,0.0,4662.0,0,0,1,0,0,0.0,0.3333,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,tier_3,False,low_impact,0.9328,5.81,la Prosperitat,0.0,0,0,1
barcelona,Verdun,subdivision,4,2,1,83.55,72.225,94.875,0.011,5709.0,0,0,0,0,0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,1.0649,5.23,Verdun,0.0,0,0,0
barcelona,el Turó de la Peira,subdivision,5,4,0,22.0,20.15,45.775,0.0,836.0,0,0,0,0,2,0.0,0.0,0.4,0.8,,,,,0.0,tier_3,True,low_impact,2.1059,0.21,el Turó de la Peira,,0,0,0
barcelona,la Verneda i la Pau,subdivision,4,2,0,33.2,16.6,37.0,0.0,1327.0,0,0,0,0,1,0.0,0.0,0.25,0.5,,,,,0.0,tier_3,False,low_impact,1.8392,0.14,la Verneda i la Pau,,0,0,0
barcelona,Torre Baró,subdivision,3,0,0,212.4,212.4,212.4,0.0,0.0,0,0,0,0,2,0.0,0.0,0.6667,0.0,,,,,0.0,tier_3,False,low_impact,2.8697,0.08,Torre Baró,,0,0,0
barcelona,Porta,subdivision,2,1,0,43.4,43.4,43.4,0.089,8601.0,0,0,0,0,0,0.0,0.0,0.0,0.5,,,,,0.0,tier_3,False,low_impact,1.7985,0.03,Porta,,0,0,0
barcelona,Horta,subdivision,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0,tier_3,False,low_impact,1.8323,0.0,Horta,,0,0,0
barcelona,la Guineueta,subdivision,1,1,0,37.3,37.3,37.3,0.0,1362.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8323,0.0,la Guineueta,,0,0,0
barcelona,la Trinitat Vella,subdivision,1,1,0,42.0,42.0,42.0,0.0,4982.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,la Trinitat Vella,,0,0,0
barcelona,la Vall d'Hebron,subdivision,1,1,0,57.2,57.2,57.2,0.0,1742.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,la Vall d'Hebron,,0,0,0
barcelona,les Roquetes,subdivision,1,1,0,47.3,47.3,47.3,0.0,196.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,les Roquetes,,0,0,0
london,Westbourne Green,subdivision,210,116,178,250.2,172.65,340.275,0.1062,2923993.0,41,48,51,85,119,0.2619,0.8476,0.5667,0.5524,0.2303,0.2697,0.2865,0.4775,0.0972,tier_1,True,saturated,4.8652,100.0,Westbourne Green,0.2303,41,48,51
london,Paddington,neighborhood,152,106,128,301.5,215.8,492.5,0.1669,4428677.0,42,51,58,54,79,0.2895,0.8421,0.5197,0.6974,0.3281,0.3984,0.4531,0.4219,0.1538,tier_1,True,saturated,3.2788,96.43,Paddington,0.3281,42,51,58
london,Earl's Court,subdivision,168,102,145,245.15,159.1,382.575,0.105,2257045.0,23,35,43,74,102,0.3571,0.8631,0.6071,0.6071,0.1586,0.2414,0.2966,0.5103,0.2292,tier_1,True,saturated,3.8936,93.51,Earl's Court,0.1586,23,35,43
london,Marylebone,neighborhood,178,111,153,273.45,160.025,510.875,0.1118,2895923.0,35,38,48,69,112,0.191,0.8596,0.6292,0.6236,0.2288,0.2484,0.3137,0.451,0.1639,tier_1,True,saturated,3.948,92.77,Marylebone,0.2288,35,38,48
london,Whitechapel,subdivision,242,167,148,184.0,107.075,267.35,0.1698,3780120.0,44,48,57,52,119,0.157,0.6116,0.4917,0.6901,0.2973,0.3243,0.3851,0.3514,0.0776,tier_2,True,saturated,5.776,92.07,Whitechapel,0.2973,44,48,57
london,Notting Hill,subdivision,119,72,106,234.1,173.95,438.45,0.1605,2678450.0,21,32,36,39,64,0.3697,0.8908,0.5378,0.605,0.1981,0.3019,0.3396,0.3679,0.1837,tier_1,True,saturated,2.6809,89.19,Notting Hill,0.1981,21,32,36
london,Chelsea,subdivision,123,82,112,405.2,229.25,719.35,0.1059,3902021.0,26,33,42,43,63,0.2683,0.9106,0.5122,0.6667,0.2321,0.2946,0.375,0.3839,0.24,tier_1,True,saturated,2.4323,89.16,Chelsea,0.2321,26,33,42
london,Shoreditch,subdivision,63,43,54,227.2,127.7,302.0,0.2168,1394400.0,23,26,29,16,27,0.2222,0.8571,0.4286,0.6825,0.4259,0.4815,0.537,0.2963,0.0294,tier_1,True,saturated,1.401,83.04,Shoreditch,0.4259,23,26,29
london,Fulham,subdivision,139,81,113,235.65,148.775,364.7,0.0822,1810970.0,22,33,43,54,63,0.2158,0.8129,0.4532,0.5827,0.1947,0.292,0.3805,0.4779,0.1404,tier_1,True,saturated,2.7705,82.77,Fulham,0.1947,22,33,43
london,Brompton,subdivision,100,65,95,306.6,209.8,449.2,0.1155,1868905.0,20,28,35,44,48,0.15,0.95,0.48,0.65,0.2105,0.2947,0.3684,0.4632,0.2143,tier_1,True,saturated,1.8137,81.72,Brompton,0.2105,20,28,35
london,North Kensington,subdivision,104,63,82,200.4,125.35,290.35,0.1291,2043307.0,26,27,33,32,30,0.1635,0.7885,0.2885,0.6058,0.3171,0.3293,0.4024,0.3902,0.0769,tier_1,True,saturated,1.9075,80.02,North Kensington,0.3171,26,27,33
london,Kensington,subdivision,74,47,62,273.7,191.6,385.425,0.1652,1686256.0,21,22,28,22,38,0.2162,0.8378,0.5135,0.6351,0.3387,0.3548,0.4516,0.3548,0.0938,tier_1,True,saturated,1.1212,79.76,Kensington,0.3387,21,22,28
london,South Kensington,subdivision,87,51,76,409.9,263.3,565.4,0.1451,2482083.0,15,18,26,26,53,0.2874,0.8736,0.6092,0.5862,0.1974,0.2368,0.3421,0.3421,0.2826,tier_1,True,saturated,1.6536,79.36,South Kensington,0.1974,15,18,26
london,Mayfair,neighborhood,33,22,31,662.8,419.5,877.0,0.1026,1640774.0,10,11,11,13,24,0.303,0.9394,0.7273,0.6667,0.3226,0.3548,0.3548,0.4194,0.3333,tier_2,True,saturated,1.6701,75.4,Mayfair,0.3226,10,11,11
london,Clerkenwell,subdivision,71,50,59,264.0,198.425,364.375,0.1594,1487279.0,19,24,26,17,30,0.1408,0.831,0.4225,0.7042,0.322,0.4068,0.4407,0.2881,0.1538,tier_1,True,saturated,1.0771,75.26,Clerkenwell,0.322,19,24,26
london,West Kensington,subdivision,127,78,90,187.25,120.125,288.775,0.1415,1576029.0,24,30,34,34,53,0.1102,0.7087,0.4173,0.6142,0.2667,0.3333,0.3778,0.3778,0.0469,tier_2,True,saturated,2.4827,75.19,West Kensington,0.2667,24,30,34
london,Fitzrovia,subdivision,104,62,80,224.8,135.8,308.4,0.1797,1944908.0,18,24,26,41,63,0.1923,0.7692,0.6058,0.5962,0.225,0.3,0.325,0.5125,0.05,tier_1,True,saturated,1.8893,75.1,Fitzrovia,0.225,18,24,26
london,Belgravia,subdivision,22,15,21,392.3,296.1,725.8,0.2111,818839.0,7,8,8,8,15,0.4091,0.9545,0.6818,0.6818,0.3333,0.381,0.381,0.381,0.4545,tier_2,True,saturated,2.4182,73.76,Belgravia,0.3333,7,8,8
london,Barnsbury,subdivision,109,71,77,180.55,130.175,235.65,0.1661,1801224.0,24,27,33,24,50,0.0917,0.7064,0.4587,0.6514,0.3117,0.3506,0.4286,0.3117,0.1228,tier_2,True,saturated,2.087,73.69,Barnsbury,0.3117,24,27,33
london,Holborn,subdivision,74,45,64,299.95,183.725,438.625,0.0662,1081855.0,11,16,20,29,41,0.2432,0.8649,0.5541,0.6081,0.1719,0.25,0.3125,0.4531,0.1667,tier_1,True,saturated,1.2351,73.39,Holborn,0.1719,11,16,20
london,Clapham Junction,subdivision,87,57,70,213.1,137.8,282.7,0.1113,1094527.0,18,22,26,25,24,0.1264,0.8046,0.2759,0.6552,0.2571,0.3143,0.3714,0.3571,0.0,tier_1,True,saturated,1.5661,73.19,Clapham Junction,0.2571,18,22,26
london,Shepherd's Bush,subdivision,87,54,67,197.65,125.825,287.225,0.1346,1284038.0,16,24,29,28,27,0.1609,0.7701,0.3103,0.6207,0.2388,0.3582,0.4328,0.4179,0.2105,tier_1,True,saturated,1.408,71.61,Shepherd's Bush,0.2388,16,24,29
london,Islington,subdivision,76,52,62,181.9,111.9,315.025,0.1291,1174714.0,17,21,22,25,17,0.0789,0.8158,0.2237,0.6842,0.2742,0.3387,0.3548,0.4032,0.119,tier_2,True,saturated,1.6686,70.84,Islington,0.2742,17,21,22
london,Pimlico,neighborhood,67,42,48,249.95,136.5,417.05,0.2507,1563586.0,19,20,20,20,25,0.0746,0.7164,0.3731,0.6269,0.3958,0.4167,0.4167,0.4167,0.1724,tier_1,True,saturated,1.8369,69.97,Pimlico,0.3958,19,20,20
london,Westminster,subdivision,22,20,17,469.6,309.725,680.725,0.195,1024595.0,7,8,9,5,11,0.4091,0.7727,0.5,0.9091,0.4118,0.4706,0.5294,0.2941,0.2222,tier_2,True,saturated,2.1302,69.05,Westminster,0.4118,7,8,9
london,East Marylebone,subdivision,20,15,20,506.4,374.4,791.05,0.1489,1334277.0,7,7,13,6,12,0.2,1.0,0.6,0.75,0.35,0.35,0.65,0.3,0.2222,tier_2,True,saturated,1.4584,68.72,East Marylebone,0.35,7,7,13
london,Kensal Town,subdivision,40,25,33,167.1,122.075,314.225,0.1778,756479.0,9,9,10,13,20,0.25,0.825,0.5,0.625,0.2727,0.2727,0.303,0.3939,0.1111,tier_2,True,saturated,0.8468,68.22,Kensal Town,0.2727,9,9,10
london,Elephant and Castle,subdivision,92,63,60,174.4,104.775,302.65,0.202,1940766.0,19,22,25,21,33,0.0978,0.6522,0.3587,0.6848,0.3167,0.3667,0.4167,0.35,0.0196,tier_2,True,saturated,1.8354,68.2,Elephant and Castle,0.3167,19,22,25
london,Bayswater,neighborhood,31,19,22,186.1,140.225,316.825,0.1793,668921.0,8,9,10,6,20,0.3871,0.7097,0.6452,0.6129,0.3636,0.4091,0.4545,0.2727,0.0714,tier_3,True,saturated,1.9292,68.11,Bayswater,0.3636,8,9,10
london,Belsize Park,subdivision,61,36,51,239.9,130.8,336.4,0.114,707434.0,11,13,14,26,20,0.1475,0.8361,0.3279,0.5902,0.2157,0.2549,0.2745,0.5098,0.0769,tier_1,True,saturated,0.9193,68.03,Belsize Park,0.2157,11,13,14
london,Kentish Town,subdivision,65,45,44,225.5,151.25,280.625,0.148,1223971.0,15,19,21,15,22,0.1385,0.6769,0.3385,0.6923,0.3409,0.4318,0.4773,0.3409,0.0667,tier_1,True,saturated,1.0255,66.84,Kentish Town,0.3409,15,19,21
london,Chalk Farm,subdivision,72,37,49,219.4,104.35,322.175,0.1875,1242388.0,11,12,15,26,41,0.25,0.6806,0.5694,0.5139,0.2245,0.2449,0.3061,0.5306,0.1034,tier_1,True,saturated,1.1837,66.32,Chalk Farm,0.2245,11,12,15
london,Vauxhall,subdivision,46,32,37,259.4,130.4,439.0,0.1406,1101176.0,10,14,17,12,16,0.1522,0.8043,0.3478,0.6957,0.2703,0.3784,0.4595,0.3243,0.1739,tier_1,True,saturated,0.7108,65.6,Vauxhall,0.2703,10,14,17
london,The Borough,subdivision,85,48,54,195.4,114.8,348.25,0.1942,1240364.0,12,14,21,27,40,0.2235,0.6353,0.4706,0.5647,0.2222,0.2593,0.3889,0.5,0.1875,tier_1,True,saturated,1.3967,65.44,The Borough,0.2222,12,14,21
london,Hammersmith,subdivision,59,35,50,230.1,150.9,309.1,0.1013,759533.0,11,13,16,21,21,0.0508,0.8475,0.3559,0.5932,0.22,0.26,0.32,0.42,0.04,tier_1,True,saturated,1.3874,65.05,Hammersmith,0.22,11,13,16
